run_id,stage,design_id,manifest_row,model_id,story_id,condition_id,persona_id,persona_label,temperature,temperature_label,repetition,emotion,score,reason,ok,response_ok,validation_errors,membership_family,membership_hmax,mu_low,mu_medium,mu_high,H_raw,H_norm
scis2026_factorial_v1_main_manifest_v1,main,scis2026_factorial_v1,0,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,1,interest,72,懐中時計と鼠の対話で、短い中に機知のある教訓があり、大学1年生には知的なおもしろさがある。,True,True,,sigmoid_s_v1,1.018502773018,0.0,0.0,0.349578648606,0.53006995849,0.520440368482
scis2026_factorial_v1_main_manifest_v1,main,scis2026_factorial_v1,0,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,1,surprise,58,物が話す寓話的な設定に加え、最後に時計の一言で鼠が恥じて逃げる展開がやや意外。,True,True,,sigmoid_s_v1,1.018502773018,0.0,0.733781281805,0.021686756312,0.447554182208,0.439423626587
scis2026_factorial_v1_main_manifest_v1,main,scis2026_factorial_v1,0,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,1,sadness,8,全体は軽い寓話で、悲劇的な出来事や切ない別れはなく、悲しさはほとんどない。,True,True,,sigmoid_s_v1,1.018502773018,0.915968013582,0.0,0.0,0.115989831838,0.113882686342
scis2026_factorial_v1_main_manifest_v1,main,scis2026_factorial_v1,0,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,1,anger,6,鼠の皮肉に少し不快さはあるが、すぐにたしなめられるため怒りは強く生じない。,True,True,,sigmoid_s_v1,1.018502773018,0.961430606081,0.0,0.0,0.054556729778,0.053565617319
scis2026_factorial_v1_main_manifest_v1,main,scis2026_factorial_v1,1,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,2,interest,72,懐中時計と鼠の会話で、まじめに働くことの意味を短く鮮やかに伝えていて知的におもしろい。,True,True,,sigmoid_s_v1,1.018502773018,0.0,0.0,0.349578648606,0.53006995849,0.520440368482
scis2026_factorial_v1_main_manifest_v1,main,scis2026_factorial_v1,1,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,2,surprise,58,物が擬人化して会話する展開に加え、最後に時計が鼠を道徳的に言い負かすのがやや意外だった。,True,True,,sigmoid_s_v1,1.018502773018,0.0,0.733781281805,0.021686756312,0.447554182208,0.439423626587
scis2026_factorial_v1_main_manifest_v1,main,scis2026_factorial_v1,1,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,2,sadness,8,全体は教訓的で軽い調子で進み、悲劇的な出来事や強い切なさはほとんどない。,True,True,,sigmoid_s_v1,1.018502773018,0.915968013582,0.0,0.0,0.115989831838,0.113882686342
scis2026_factorial_v1_main_manifest_v1,main,scis2026_factorial_v1,1,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,2,anger,10,鼠のからかいには少し不快感があるが、すぐに反省して去るため怒りは強くならない。,True,True,,sigmoid_s_v1,1.018502773018,0.84226552755,0.0,0.0,0.208589563261,0.204800191798
scis2026_factorial_v1_main_manifest_v1,main,scis2026_factorial_v1,2,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,3,interest,72,懐中時計と鼠の会話で、短い中に機知と教訓があり、発想の面白さを感じる。,True,True,,sigmoid_s_v1,1.018502773018,0.0,0.0,0.349578648606,0.53006995849,0.520440368482
scis2026_factorial_v1_main_manifest_v1,main,scis2026_factorial_v1,2,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,3,surprise,58,時計が『見られない時でも動く』ことを誇り、最後に鼠を諭す流れがやや意外。,True,True,,sigmoid_s_v1,1.018502773018,0.0,0.733781281805,0.021686756312,0.447554182208,0.439423626587
scis2026_factorial_v1_main_manifest_v1,main,scis2026_factorial_v1,2,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,3,sadness,8,全体は寓話的で軽く、悲劇的な出来事や強い喪失感はほとんどない。,True,True,,sigmoid_s_v1,1.018502773018,0.915968013582,0.0,0.0,0.115989831838,0.113882686342
scis2026_factorial_v1_main_manifest_v1,main,scis2026_factorial_v1,2,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,3,anger,12,鼠の皮肉には少し不快感があるが、すぐに恥じて去るため強い怒りにはつながらない。,True,True,,sigmoid_s_v1,1.018502773018,0.733781281805,0.006923302608,0.0,0.377360586509,0.370505212657
scis2026_factorial_v1_main_manifest_v1,main,scis2026_factorial_v1,3,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,4,interest,72,懐中時計と鼠の短いやり取りに寓話的なおもしろさがあり、最後の教訓も知的に楽しめる。,True,True,,sigmoid_s_v1,1.018502773018,0.0,0.0,0.349578648606,0.53006995849,0.520440368482
scis2026_factorial_v1_main_manifest_v1,main,scis2026_factorial_v1,3,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,4,surprise,61,時計が自分の働き方を語り、さらに鼠を『泥棒』になぞらえて言い返す展開がやや意外。,True,True,,sigmoid_s_v1,1.018502773018,0.0,0.372577229944,0.049693973718,0.745908684439,0.732358030041
scis2026_factorial_v1_main_manifest_v1,main,scis2026_factorial_v1,3,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,4,sadness,8,全体は軽い寓話調で、悲劇的な出来事や強い切なさはほとんどない。,True,True,,sigmoid_s_v1,1.018502773018,0.915968013582,0.0,0.0,0.115989831838,0.113882686342
scis2026_factorial_v1_main_manifest_v1,main,scis2026_factorial_v1,3,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,4,anger,6,鼠のからかいに少し不快感はあるが、すぐにたしなめられるため怒りは弱い。,True,True,,sigmoid_s_v1,1.018502773018,0.961430606081,0.0,0.0,0.054556729778,0.053565617319
scis2026_factorial_v1_main_manifest_v1,main,scis2026_factorial_v1,4,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,5,interest,72,懐中時計と鼠の会話で、短い中に教訓があり、大学1年生には素直に知的なおもしろさを感じやすい。,True,True,,sigmoid_s_v1,1.018502773018,0.0,0.0,0.349578648606,0.53006995849,0.520440368482
scis2026_factorial_v1_main_manifest_v1,main,scis2026_factorial_v1,4,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,5,surprise,58,時計が自分の働く意味を語り、最後に鼠が言い負かされる展開に小さな意外性がある。,True,True,,sigmoid_s_v1,1.018502773018,0.0,0.733781281805,0.021686756312,0.447554182208,0.439423626587
scis2026_factorial_v1_main_manifest_v1,main,scis2026_factorial_v1,4,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,5,sadness,6,全体は寓話的で明るく、悲劇や喪失はほとんど描かれていないため、悲しさは弱い。,True,True,,sigmoid_s_v1,1.018502773018,0.961430606081,0.0,0.0,0.054556729778,0.053565617319
scis2026_factorial_v1_main_manifest_v1,main,scis2026_factorial_v1,4,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,5,anger,8,鼠の皮肉や“泥棒”という言葉にやや不快さはあるが、強い憤りを呼ぶ内容ではない。,True,True,,sigmoid_s_v1,1.018502773018,0.915968013582,0.0,0.0,0.115989831838,0.113882686342
scis2026_factorial_v1_main_manifest_v1,main,scis2026_factorial_v1,5,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,1,interest,68,懐中時計と鼠の会話で、まじめに働くことの価値を短く鮮やかに示していて知的なおもしろさがある。,True,True,,sigmoid_s_v1,1.018502773018,0.0,0.006923302608,0.196672218579,0.511089573897,0.501804793699
scis2026_factorial_v1_main_manifest_v1,main,scis2026_factorial_v1,5,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,1,surprise,52,時計が自分の存在意義を語り、最後に鼠へ道徳的な逆転を見せる展開に少し意外性がある。,True,True,,sigmoid_s_v1,1.018502773018,0.0,0.993076697392,0.000899886331,0.019058581091,0.018712350713
scis2026_factorial_v1_main_manifest_v1,main,scis2026_factorial_v1,5,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,1,sadness,8,全体は教訓的で軽い調子で進み、悲劇的な出来事や切ない別れはほとんどない。,True,True,,sigmoid_s_v1,1.018502773018,0.915968013582,0.0,0.0,0.115989831838,0.113882686342
scis2026_factorial_v1_main_manifest_v1,main,scis2026_factorial_v1,5,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,1,anger,6,鼠の皮肉にやや不快さはあるが、すぐに恥じて去るため強い怒りまでは生じにくい。,True,True,,sigmoid_s_v1,1.018502773018,0.961430606081,0.0,0.0,0.054556729778,0.053565617319
