run_id,stage,design_id,manifest_row,model_id,provider,language,story_id,target_mode,target_label,persona_id,temperature,repetition,emotion,score,reason,ok,response_ok,validation_errors,membership_family,membership_hmax,mu_low,mu_medium,mu_high,H_raw,H_norm
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,0,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,1,interest,65,"Short, clever fable with anthropomorphic watch and ironic moral makes it entertaining and thought-provoking.",True,True,,sigmoid_s_v1,1.018502773018,0.0,0.0703125,0.116895657425,0.631293720773,0.619825235136
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,0,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,1,surprise,55,The unexpected talking pocket watch and its paradoxical defense provide a neat twist.,True,True,,sigmoid_s_v1,1.018502773018,0.0,0.9296875,0.006923302608,0.147456625883,0.144777834474
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,0,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,1,sadness,10,"The mouse is shamed and scurries off, evoking mild pity but little true sorrow.",True,True,,sigmoid_s_v1,1.018502773018,0.84226552755,0.0,0.0,0.208589563261,0.204800191798
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,0,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,1,anger,5,No provocative or enraging content; at most slight annoyance at the didactic tone.,True,True,,sigmoid_s_v1,1.018502773018,0.975947297943,0.0,0.0,0.034280004266,0.033657251776
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,1,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,2,interest,65,"Short, witty fable with anthropomorphism and a clear moral makes it enjoyable and thought-provoking.",True,True,,sigmoid_s_v1,1.018502773018,0.0,0.0703125,0.116895657425,0.631293720773,0.619825235136
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,1,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,2,surprise,45,A talking pocket watch and the paradoxical moral (both kinds of workers called thieves) is mildly unexpected.,True,True,,sigmoid_s_v1,1.018502773018,0.0,1.0,0.0,0.0,0.0
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,1,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,2,sadness,15,Only a brief sense of shame felt by the mouse; overall tone is more didactic than tragic.,True,True,,sigmoid_s_v1,1.018502773018,0.5,0.0703125,0.0,0.769302148336,0.755326513306
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,1,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,2,anger,5,No elements of injustice or provocation; the story is gentle and corrective rather than anger-inducing.,True,True,,sigmoid_s_v1,1.018502773018,0.975947297943,0.0,0.0,0.034280004266,0.033657251776
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,2,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,3,interest,65,"A concise, wry fable with a clever moral invites mild intellectual enjoyment.",True,True,,sigmoid_s_v1,1.018502773018,0.0,0.0703125,0.116895657425,0.631293720773,0.619825235136
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,2,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,3,surprise,50,Anthropomorphized pocket watch and the ironic retort provide a modest twist.,True,True,,sigmoid_s_v1,1.018502773018,0.0,1.0,0.0,0.0,0.0
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,2,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,3,sadness,5,The tale ends with the mouse ashamed but not tragic or melancholic.,True,True,,sigmoid_s_v1,1.018502773018,0.975947297943,0.0,0.0,0.034280004266,0.033657251776
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,2,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,3,anger,5,"No injustice or provocation—only a moral rebuke, so little anger is evoked.",True,True,,sigmoid_s_v1,1.018502773018,0.975947297943,0.0,0.0,0.034280004266,0.033657251776
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,3,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,4,interest,75,"Clever, concise fable with a witty moral that is intellectually enjoyable.",True,True,,sigmoid_s_v1,1.018502773018,0.0,0.0,0.5,0.5,0.490916680097
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,3,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,4,surprise,40,Anthropomorphic reply from the pocket watch and its ironic counterargument feels mildly unexpected.,True,True,,sigmoid_s_v1,1.018502773018,0.0,1.0,0.0,0.0,0.0
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,3,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,4,sadness,15,"Slight poignancy in the mouse's shame and retreat, but overall light in tone.",True,True,,sigmoid_s_v1,1.018502773018,0.5,0.0703125,0.0,0.769302148336,0.755326513306
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,3,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,4,anger,5,No provocation or injustice in the text; it prompts reflection rather than indignation.,True,True,,sigmoid_s_v1,1.018502773018,0.975947297943,0.0,0.0,0.034280004266,0.033657251776
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,4,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,5,interest,65,"Witty, compact fable with anthropomorphic characters and a clear moral—entertaining and thought-provoking.",True,True,,sigmoid_s_v1,1.018502773018,0.0,0.0703125,0.116895657425,0.631293720773,0.619825235136
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,4,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,5,surprise,60,The talking pocket watch and the moral reversal (calling either kind of worker a thief) is unexpected and slightly revelatory.,True,True,,sigmoid_s_v1,1.018502773018,0.0,0.5,0.038569393919,0.681137290579,0.668763314763
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,4,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,5,sadness,5,No tragic or melancholic elements; only a brief moment of shame for the mouse.,True,True,,sigmoid_s_v1,1.018502773018,0.975947297943,0.0,0.0,0.034280004266,0.033657251776
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,4,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,5,anger,5,No injustice or provocation in the story to elicit anger.,True,True,,sigmoid_s_v1,1.018502773018,0.975947297943,0.0,0.0,0.034280004266,0.033657251776
